"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","47/3484","91/9564",0.516483516483517,1.41780951539849,3.03137465722435,0.00204496068142714,0.00686241613286609,0.0031667913386473,"PIK3R1/AKT3/NFATC1/NFKBIA/CD81/PPP3CB/LILRA2/PPP3CC/BTK/PRKCB/NRAS/NFATC3/JUN/RAC3/BLNK/CD19/LILRB2/NFKBIE/PTPN6/CD79A/FOS/LOC102723407/PIK3R3/LILRB5/PLCG2/LILRB3/LILRA6/LOC102725035/CR2/LILRA1/BCL10/MAP2K2/LYN/MAPK3/RASGRP3/MALT1/LILRB4/INPP5D/IFITM1/CD72/PIK3CD/KRAS/NFKB1/PPP3R1/MAPK1/INPPL1/PIK3R2",47
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","65/3484","133/9564",0.488721804511278,1.34160026933004,3.00295976874053,0.00206591836706799,0.00686671914387361,0.00316877704422459,"S1PR1/CAT/KLF2/TGFBR2/PIK3R1/AKT3/CCNB1/CCNB2/CCND2/FOXO1/GABARAPL1/IL7R/FOXO3/SGK1/GADD45B/MAPK13/TNFSF10/PLK1/NRAS/S1PR4/DEPP1/BNIP3/PLK4/HOMER3/ATG12/PLK3/EGF/BCL2L11/CCNG2/SKP2/IL6/PIK3R3/BCL6/MAPK10/USP7/SGK3/C8orf44-SGK3/IRS2/PRKAA1/PTEN/PRMT1/GADD45A/RBL2/MAPK14/MAP2K2/MDM2/GABARAPL2/MAPK11/IRS1/CDKN1A/MAPK3/CDK2/G6PC3/SMAD3/PRKAG1/PIK3CD/KRAS/EGFR/CSNK1E/TPTEP2-CSNK1E/STAT3/MAPK12/MAPK1/PIK3R2/CCND1",65
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","53/3484","105/9564",0.504761904761905,1.38563227816959,3.00766717648328,0.00213323226163333,0.00702356659726445,0.00324115725948261,"IRAK1/PRKCQ/PARP1/PLAU/NFKBIA/CYLD/GADD45B/CSNK2A1/CXCL3/CXCL12/CFLAR/UBE2I/BTK/PRKCB/CXCL2/TLR4/TRAF3/TNFAIP3/BLNK/XIAP/CSNK2B/MAP3K14/IL1R1/MAP3K7/LOC102723407/ZAP70/VCAM1/TNFSF14/LAT/ICAM1/PLCG2/TNFSF11/CCL19/GADD45A/MYD88/BCL10/TRAF5/BCL2L1/CCL4/TRADD/LY96/IL1B/LYN/TRAF6/MALT1/CARD14/BCL2A1/BCL2/CSNK2A2/LTB/NFKB1/RELB/PPP1R13L",53
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","21/3484","34/9564",0.617647058823529,1.6955156344972,3.07527718697197,0.00229910898503498,0.00749896295118887,0.00346053787221202,"POLR2H/POLR2D/POLR3E/POLR1C/POLR2J/POLR2B/POLR1G/CRCP/POLR2K/POLR3K/POLR2F/POLR2I/POLR3C/POLR3D/POLR2M/POLR2A/POLR3G/POLR1F/POLR2G/POLR2J2/POLR2J3",21
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","55/3484","110/9564",0.5,1.37256027554535,2.97487999447418,0.00233469955349174,0.00754453837193163,0.00348156950959294,"LRRC32/TGFBR2/ID4/GREM1/SMAD6/ID3/ID2/SMAD7/BMP2/DCN/BMP6/SMURF1/ID1/E2F5/BMP5/RPS6KB1/TFR2/PPP2CB/LEFTY2/TFRC/HDAC1/BMPR2/NBL1/MICOS10-NBL1/RHOA/HDAC2/TGIF1/ZFYVE16/TFDP1/ACVR2B/PPP2R1B/ACVR1B/HFE/ROCK1/EMP3/NCOR1/SMAD5/INHBC/RBL1/INHBB/ZFYVE9/BMP8A/MAPK3/NEO1/THBS1/ACVR1/RPS6KB2/SKP1/SMAD3/PITX2/BMPR1A/SP1/HAMP/PPP2R1A/MAPK1",55
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","37/3484","69/9564",0.536231884057971,1.47202116507762,2.97867345243967,0.00255254303425325,0.00817282127481087,0.00377150250353209,"GAB2/PIK3R1/AKT3/FYN/PLA2G4C/MS4A2/ALOX5/JMJD7-PLA2G4B/MAPK13/BTK/NRAS/ALOX5AP/PLA2G4A/RAC3/PRKCA/FCER1G/FCER1A/MAP2K3/LOC102723407/PIK3R3/MAPK10/PLA2G4B/LAT/PLCG2/MAPK14/MAP2K2/MAPK11/LYN/MAPK3/LCP2/INPP5D/PIK3CD/KRAS/MAPK12/MAP2K6/MAPK1/PIK3R2",37
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","44/3484","85/9564",0.517647058823529,1.42100357938813,2.95119802025554,0.00264451141970403,0.00839031350433368,0.0038718683943992,"NME1/AK2/NME2/NME1-NME2/RRM2/HPRT1/TYMS/DTYMK/AK1/CANT1/DCTPP1/AK4/TK1/NME4/GMPS/AMPD3/UCK2/ADA2/ADSS2/ADSL/IMPDH2/RRM1/ENTPD6/CTPS2/AK6/UCKL1/APRT/NT5E/ADK/DGUOK/ITPA/ENTPD5/ASMTL/GMPR/CTPS1/DCK/DCTD/XDH/ENTPD1/CDA/UPP1/TK2/TYMP/ENTPD3",44
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","40/3484","76/9564",0.526315789473684,1.44480029004774,2.94692363092703,0.00274495109301934,0.00863052190507883,0.00398271709086732,"PIK3R1/CALM1/CALM2/AKT3/PDGFB/E2F3/GADD45B/CDK4/PRKCB/SHC3/NRAS/CDKN2A/BAK1/PDGFRB/TGFA/EGF/PRKCA/SHC1/PDGFA/PIK3R3/CAMK2G/PDGFRA/PLCG2/PTEN/GADD45A/E2F1/CAMK1/MAP2K2/MDM2/CDKN1A/MAPK3/TP53/BAX/DDB2/PIK3CD/KRAS/EGFR/MAPK1/PIK3R2/CCND1",40
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","36/3484","67/9564",0.537313432835821,1.4749901468547,2.95333793959057,0.00277169430171215,0.00863679742229945,0.00398561304663495,"ADH1B/LDHA/GAPDH/ENO1/ALDH2/TPI1/PFKP/ALDOA/PKM/GPI/PGK1/HK3/ALDH3B1/FBP1/DLAT/LDHC/ALDH3B2/PGAM1/ADH1A/ENO2/AKR1A1/ALDH1B1/MINPP1/ALDH3A2/ADH5/ALDOB/ALDOC/PGM1/LDHB/PDHA1/ALDH9A1/G6PC3/BPGM/ALDH7A1/ENO3/HKDC1",36
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","79/3484","168/9564",0.470238095238095,1.29086025914384,2.87906775111626,0.00288315203354593,0.00890460229829674,0.00410919665703333,"IL33/H2AZ2/PARP1/STAT5B/H2AJ/PLA2G4C/H2AX/JMJD7-PLA2G4B/H2AC18/H2AC19/CYLD/FADD/CASP1/STAT5A/CFLAR/TNFSF10/H2AC14/IFNGR1/JAK2/PPIA/VDAC1/TLR4/IFNGR2/H2AC25/H2AZ1/IFNAR2/PLA2G4A/AIFM1/TNFAIP3/SHARPIN/STAT1/XIAP/FAS/H2AC13/H2AC7/FTL/RBCK1/JAK1/GLUL/H2AC17/NLRP3/SMPD1/CASP8/CHMP3/RNF103-CHMP3/HSP90AB1/H2AC8/MAPK10/PLA2G4B/BID/CAMK2G/DNM1L/SLC25A4/CAPN1/HSP90AA1/PYCARD/CHMP1B/H2AC6/MACROH2A1/FTH1/TRAF5/STAT6/TRADD/IL1B/VPS4B/H2AC11/PYGL/BAX/SQSTM1/TLR3/MACROH2A2/BCL2/PYGB/CYBB/STAT3/PYGM/VDAC3/SPATA2L/GLUD1",79
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","61/3484","125/9564",0.488,1.33961882893226,2.89313124112976,0.00291078958567146,0.00891110145087141,0.00411219581355248,"S1PR1/GAB2/GNAQ/PIK3R1/AKT3/FYN/SGPL1/MS4A2/PLCB4/PPP2R5A/MAPK13/PRKCB/NRAS/S1PR4/GNAI2/CERS6/PRKCZ/PPP2CB/ROCK2/ORMDL2/SPTLC2/ASAH1/RAC3/PRKCA/GNAI3/FCER1G/FCER1A/SMPD1/RHOA/PIK3R3/MAPK10/BID/PLCB2/PTEN/PPP2R5C/PPP2R1B/ROCK1/MAPK14/ADORA1/SGMS1/PPP2R5B/TRADD/MAP2K2/PPP2R5D/MAPK11/SPTSSA/PPP2R3B/MAPK3/TP53/PPP2R3A/BAX/PPP2R5E/BDKRB2/BCL2/PIK3CD/KRAS/MAPK12/NFKB1/PPP2R1A/MAPK1/PIK3R2",61
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","106/3484","235/9564",0.451063829787234,1.23822458900261,2.79889967931496,0.00347368797523275,0.0105332525241637,0.00486076801748466,"NPR1/COX7A1/SMARCA2/TSC1/COX14/ADCY9/RPS6KA2/CPT1A/COA1/COA4/NDUFS8/SDHC/PPARG/MAPK13/SMARCB1/MGLL/UQCRH/ATP5PD/NRAS/ADCY3/ACTL6A/UQCRQ/NDUFAB1/ATP5MF/CYC1/COA3/SMARCC1/ACSL3/RPS6KB1/KDM1A/NDUFA6/SLC25A20/COX5B/NDUFS5/COA7/PRKG1/FGFR1/NDUFS6/MLST8/SMARCE1/RHEB/NDUFS1/ATP5MC1/SDHA/NDUFS2/COX6A1/COX5A/ATP5MC3/COX6B1/NDUFB11/COX6C/PRKACA/ATP5F1C/ATP5F1E/SMARCA4/MAP2K3/COXFA4L2/NDUFB4/NDUFB3/COX7B/NDUFA1/CNR1/COX11/RPS6KA1/UQCRC1/ATF2/COX16/PRKAA1/ACSL4/NDUFV2/ACSL1/GNAS/ACTG1/CPT1B/NDUFB5/MAPK14/COX4I1/CREB3L2/CREB3L1/NDUFC2/MAPK11/SMARCC2/BMP8A/COX7A2L/NDUFA10/CREB1/RPS6KA3/RPS6KB2/CREB3/COX10/ACSL6/FRS2/UQCR10/PRKACB/PRKAG1/ATP5ME/NDUFA9/NDUFS3/KRAS/ACTB/ADCY7/MAPK12/NDUFA13/SDHB/NDUFA3/UQCR11",106
"hsa03450","Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","10/3484","13/9564",0.769230769230769,2.11163119314669,3.03593409777249,0.00352334655854942,0.0105332525241637,0.00486076801748466,"FEN1/PRKDC/XRCC4/XRCC5/RAD50/DCLRE1C/MRE11/NHEJ1/XRCC6/POLM",10
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","44/3484","86/9564",0.511627906976744,1.40448028195338,2.85215149543027,0.00353120500093739,0.0105332525241637,0.00486076801748466,"CACNA2D2/SGCG/DES/ATP2A2/ITGA8/DSG2/RYR2/LAMA2/ITGA10/DMD/DSP/ITGA5/TCF7L1/SNTB2/TCF7L2/ITGAV/ACTN2/JUP/ITGA2/DSC2/ITGA1/PKP2/ITGA7/CACNA1D/CACNB3/SGCE/ITGB4/LMNA/LEF1/ITGB8/SGCA/ITGA6/ITGA4/SGCD/ACTG1/GJA1/CTNNA1/CACNB2/EMD/ITGB5/ACTB/SNTB1/SSPN/CDH2",44
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","50/3484","100/9564",0.5,1.37256027554535,2.83493784602148,0.00360149512202531,0.0106518796405664,0.00491551073746541,"CD36/CD34/CSF3R/IL3RA/IL11RA/MME/CD24/IL7R/ITGA5/IL6R/CD44/CD4/CD59/HLA-DRB5/HLA-DRB1/HLA-DRB4/CSF3/ITGA2/CD55/ITGA1/TFRC/HLA-DRB3/CD37/HLA-DPB1/HLA-DMA/CD19/IL1R1/HLA-DPA1/HLA-DRA/EPOR/LOC102723407/IL6/CD1C/HLA-DQB1/ITGA6/ITGA4/CD38/CR2/IL2RA/HLA-DQA1/HLA-DQA2/HLA-DMB/IL4R/MS4A1/CD9/KIT/IL1B/FLT3LG/ITGAM/CD33",50
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","32/3484","59/9564",0.542372881355932,1.48887894296445,2.8512522325316,0.00384692738468243,0.0112002315883133,0.00516855808478945,"PIK3R1/AKT3/CDH1/FOXO3/GADD45B/ILK/NRAS/TCF7L1/ERBB2/TCF7L2/BAK1/APC/EGF/LEF1/PIK3R3/PTEN/ELK1/GADD45A/AXIN1/CTNNA1/MAP2K2/CDKN1A/MAPK3/TP53/BAX/DDB2/PIK3CD/KRAS/EGFR/MAPK1/PIK3R2/CCND1",32
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","36/3484","68/9564",0.529411764705882,1.45329911528331,2.8395749496687,0.003851082494549,0.0112002315883133,0.00516855808478945,"ZBTB16/PIK3R1/AKT3/STAT5B/CCNA2/RUNX1T1/STAT5A/EIF4EBP1/NRAS/TCF7L1/CEBPA/RPS6KB1/TCF7L2/RUNX1/JUP/SPI1/PIM2/LEF1/PIK3R3/PPARD/PER2/MAP2K2/KIT/MAPK3/ITGAM/RARA/PML/RPS6KB2/BCL2A1/PIK3CD/KRAS/STAT3/NFKB1/MAPK1/PIK3R2/CCND1",36
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","57/3484","117/9564",0.487179487179487,1.33736642232624,2.77927928330547,0.00410606978025014,0.0118431268868372,0.00546523424426508,"CAT/GAPDH/ENO1/RGN/TPI1/PFKP/ALDOA/SHMT2/PKM/GPI/IDH2/PGK1/PCCB/HK3/SDHC/RPE/FBP1/MDH2/GOT2/ESD/GOT1/PRPS2/PSAT1/PHGDH/GCSH/PRPS1/FH/DLAT/ACAT1/PGAM1/PSPH/ENO2/RPEL1/SDHA/TKT/PC/AMT/IDH1/ADH5/ALDOB/ALDOC/SHMT1/ACOX3/PDHA1/H6PD/G6PD/ME2/MDH1/ACOX1/TKFC/PGD/ENO3/RPIA/IDH3A/HKDC1/SDHB/GLUD1",57
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","19/3484","31/9564",0.612903225806452,1.68249324099107,2.88103654079717,0.00417885585930046,0.0119542679909497,0.00551652240270035,"HSPA5/SRPRB/SEC61G/SRP19/TMEM208/SEC61A1/SPCS2/SRP54/SRP72/SPCS3/SRP9/UBL4A/SRPRA/SEC61A2/SEC62/SPCS1/OXA1L/SEC63/SEC61B",19
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","59/3484","122/9564",0.483606557377049,1.32755829929796,2.75626446664501,0.00435278886210268,0.0123505960396247,0.00569941545487129,"CD36/ACACB/LEPR/PIK3R1/AKT3/TSC1/PFKP/FOXO1/CCNA2/CPT1A/FOXO3/ADIPOR2/PPP2R5A/PPARG/FBP1/EIF4EBP1/RAB14/RPS6KB1/PPP2CB/ELAVL1/RHEB/RAB2A/CFTR/CAMKK2/CAB39L/MAP3K7/SCD/PFKFB2/PIK3R3/GYS1/IRS2/PRKAA1/PPP2R5C/PPP2R1B/RAB8A/HNF4A/CPT1B/CREB3L2/CREB3L1/PPP2R5B/HMGCR/MLYCD/PPP2R5D/IRS1/PPP2R3B/TBC1D1/CREB1/G6PC3/PPP2R3A/RPS6KB2/CREB3/PPP2R5E/PRKAG1/PIK3CD/RAB11B/FASN/PPP2R1A/PIK3R2/CCND1",59
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","102/3484","227/9564",0.449339207048458,1.23349029167952,2.69502276662465,0.00471088087282496,0.0132588501985154,0.00611854646470474,"CAT/COX7A1/GSTM5/PIK3R1/AKT3/FOXO3/NFKBIA/PTPN1/NDUFS8/SDHC/NQO1/PPIF/MAPK13/UQCRH/ATP5PD/HGF/NRAS/ACP1/UQCRQ/NCF2/EPHX3/SLC26A2/NOX4/HIF1A/NDUFAB1/CYC1/GSTA4/VDAC1/NDUFA6/COX5B/NDUFS5/JUN/NDUFS6/EPHX2/NDUFS1/ATP5MC1/EGF/SDHA/NDUFS2/COX6A1/COX5A/ATP5MC3/COX6B1/NDUFB11/PRKD1/COX6C/MAP3K14/AKR1A1/ATP5F1C/ATP5F1E/PRKD3/FOS/VEGFA/CYP1A2/COXFA4L2/NDUFB4/PIK3R3/NDUFB3/MAPK10/COX7B/NDUFA1/SLC25A4/UQCRC1/ARNT/PTEN/NFE2L2/NDUFV2/GSTO1/NCF1/NDUFB5/MAPK14/MET/COX4I1/SLC26A6/NDUFC2/MAP2K2/MAPK11/MAPK3/PRKCD/COX7A2L/NDUFA10/UQCR10/CYP1B1/SOD1/AKR1C1/PIK3CD/NDUFA9/NDUFS3/KRAS/EGFR/MAPK12/NFKB1/NDUFA13/VDAC3/MAPK1/SDHB/NDUFA3/EPHX1/SRC/PIK3R2/GSTM2/UQCR11",102
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","68/3484","144/9564",0.472222222222222,1.29630692690394,2.71195176191743,0.00480042615686154,0.0134027898299574,0.00618497012210371,"H3-3B/H2AZ2/C7/H2BC5/H2AJ/H4C12/H4C11/H2AX/H2BC7/H2AC18/H2AC19/H2BC6/SNRPD1/H2BC9/H2BC12L/H2BC12/LOC102724334/H2AC14/C2/H2BC10/SNRPB/C8B/H2BC4/H2AC25/HLA-DRB5/HLA-DRB1/HLA-DRB4/H2AZ1/C1QA/C1QB/H2BC8/HLA-DRB3/HLA-DPB1/H2AC13/H2AC7/H3C4/HLA-DMA/HLA-DPA1/HLA-DRA/H2AC17/H3C12/SNRPD3/C3/LOC102723407/H2AC8/HLA-DQB1/FCGR3B/H3C10/H3C6/H2AC6/HLA-DQA1/HLA-DQA2/HLA-DMB/MACROH2A1/TRIM21/H2BC21/SSB/C6/H4C8/H4C2/H3C8/H4C14/H4C15/H2AC11/H4C3/MACROH2A2/ACTN4/FCGR2A",68
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","40/3484","78/9564",0.512820512820513,1.40775412876446,2.73708616742969,0.00500096632607547,0.0138518829190503,0.00639221259723932,"CALM1/CALM2/IRAK1/SERPING1/CASP1/C4BPA/MAPK13/ITGA5/C2/GNAI2/SFTPA2/CASP3/IRF8/TLR4/JUN/C1QA/C1QB/GNAI3/NLRP3/C3/FOS/IL6/IRF1/RHOA/MAPK10/PYCARD/MYD88/MAPK14/MAPK11/LY96/IL1B/MAPK3/ITGAM/TRAF6/IRF3/C4BPB/MAPK12/NFKB1/CASP7/MAPK1",40
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","61/3484","128/9564",0.4765625,1.30822151262916,2.65740854765528,0.005699560962992,0.0156625730400331,0.00722778970027166,"NPR1/NME1/PAICS/PDE2A/AK2/NME2/NME1-NME2/RRM2/PPAT/HPRT1/ATIC/AK1/PAPSS2/CANT1/PDE3B/ADCY9/AK4/NME4/PDE8B/GART/GMPS/PAPSS1/AMPD3/NPR2/ADA2/ADCY3/GUCY1B1/PRPS2/ADSS2/GUCY1A1/ADSL/PRPS1/IMPDH2/RRM1/ENTPD6/AK6/PDE4A/APRT/PDE4B/PDE5A/NT5E/ADK/DGUOK/ITPA/ENTPD5/PDE4D/GMPR/PDE8A/PFAS/PGM1/DCK/PRUNE1/XDH/ENTPD1/PDE6D/NUDT9/PDE1C/ADCY7/ENTPD3/PDE10A/PDE4C",61
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","31/3484","58/9564",0.53448275862069,1.46721960489331,2.70159666206134,0.00587850849868537,0.0159523855789404,0.00736152916174901,"NME1/NME2/NME1-NME2/RRM2/TYMS/DTYMK/CAD/CANT1/DCTPP1/TK1/NME4/UCK2/UMPS/RRM1/ENTPD6/CTPS2/UCKL1/NT5E/ENTPD5/ASMTL/CTPS1/DCK/DCTD/ENTPD1/CDA/UPB1/UPP1/DPYD/TK2/TYMP/ENTPD3",31
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","84/3484","184/9564",0.456521739130435,1.25320720810662,2.62523338431916,0.0058964405148519,0.0159523855789404,0.00736152916174901,"SLIT2/SLIT3/SEMA5A/DPYSL2/SEMA3G/PIK3R1/RRAS/FYN/SEMA6A/MYL9/EFNA4/PTCH1/EFNB2/PAK1/ABLIM1/PAK6/ABLIM3/CXCL12/ILK/PPP3CB/EPHB2/PPP3CC/NRAS/PLXNA2/GNAI2/NFATC3/RHOD/CDK5/PRKCZ/PLXNB3/TRPC6/PARD3/EPHB6/LIMK1/ROCK2/ARHGEF12/SEMA3E/EFNA3/SEMA3A/RAC3/SEMA4C/EPHA1/EFNB1/RGS3/PRKCA/GNAI3/SSH3/BMPR2/TRPC1/PLXNA3/SEMA3B/SEMA3F/RHOA/PIK3R3/CAMK2G/PAK2/ENAH/PLCG2/EFNA5/ROCK1/RND1/MET/LRIG2/EPHB3/SEMA6D/ROBO3/MAPK3/FZD3/NEO1/MYL12A/SSH1/MYL12B/WNT5B/FES/SEMA3C/PIK3CD/LIMK2/WNT5A/KRAS/PPP3R1/MAPK1/TRPC4/SRC/PIK3R2",84
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","64/3484","136/9564",0.470588235294118,1.29182143580739,2.59454506612587,0.00670769510212485,0.0180075814664736,0.00830993806174172,"PIK3R1/IRAK1/AKT3/CCND2/STAT5B/CYCS/NFKBIA/FADD/EIF2S1/CSNK2A1/CCNE1/STAT5A/CCNE2/CCND3/CDK4/CASP3/CD46/TLR4/BAK1/MSN/JUN/TRAF3/IFNAR2/TNFAIP3/STAT1/FAS/CSNK2B/JAK1/OAS1/MAP3K7/TLR7/CASP8/ADAR/IRF7/FOS/IL6/OAS3/OAS2/MX2/PIK3R3/MAPK10/BID/EIF3H/IL2RA/HSPA1B/HSPA1A/MYD88/CLEC4M/BCL2L1/IKBKE/TRADD/IL1B/TRAF6/TP53/IRF3/CDK2/BAX/BCL2/PIK3CD/CSNK2A2/STAT3/NFKB1/PIK3R2/CCND1",64
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","131/3484","302/9564",0.433774834437086,1.19076421255921,2.54995401604484,0.00681985790601956,0.0181689344213803,0.00838439742564076,"JAM2/SLIT2/SLIT3/SPTBN1/ICAM2/CASKIN2/PTPRD/SPTAN1/MYH11/MYH10/EPB41L2/PIK3R1/SORBS1/NFASC/AKT3/DOK2/PMP22/FYN/PRKCQ/JAM3/ROBO4/CDH1/TJP1/MYLK/MYL9/FOXO1/NTRK3/LMO7/PAK1/PAK6/TJP2/MPDZ/RDX/PALS2/CADM1/CASK/SPTBN2/ANK2/ITGAL/BAIAP2/MAPK13/ITGA5/TUBB6/PRKCB/RAPGEF2/PLXNA2/TUBB/PTPRF/TUBA1A/TRPC6/PARD3/PPFIA1/CD2AP/EPB41L3/TUBB3/VCL/SLAMF7/FGFR1/MSN/MYL6B/MAGI1/ACTR3/PXN/ANK3/ITGAX/CRTAM/TUBB2A/TUBB2B/TRIO/ARF6/PRKCA/MTSS1/LRFN4/ARPC1A/MAGI2/PTPN6/PLXNA3/PPFIA4/RHOA/PIK3R3/LRRTM4/MAPK10/PAK2/ITGA4/ICAM1/PLCG2/ACTR2/FGB/CNTNAP2/SSX2IP/IL1RAP/TUBA4A/ACTG1/CLEC4M/ARPC5L/DOK1/MAPK14/IQGAP1/MYL6/MAP2K2/MBP/ROBO3/MAPK11/LYN/ARPC3/MAPK3/ITGAM/TRAF6/MYL12A/LCP2/TUBA3D/MYL12B/WASL/INPP5D/ARPC1B/KCNQ3/KDR/NCAM1/CADM4/ARPC2/PIK3CD/ACTB/MAPK12/ACTN4/SCN8A/ARPC4/MAPK1/TUBA1C/SRC/PIK3R2/CDH2",131
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","39/3484","77/9564",0.506493506493506,1.39038573366932,2.60350977179817,0.00723039212768257,0.0191167185800092,0.00882177029932562,"GAB2/TGFBR2/PIK3R1/AKT3/STAT5B/NFKBIA/E2F3/GADD45B/MECOM/STAT5A/CDK4/SHC3/NRAS/CDKN2A/CRK/BAK1/RUNX1/HDAC1/SHC1/BCR/HDAC2/PIK3R3/GADD45A/E2F1/BCL2L1/MAP2K2/MDM2/CDKN1A/MAPK3/TP53/BAX/SMAD3/DDB2/PIK3CD/KRAS/NFKB1/MAPK1/PIK3R2/CCND1",39
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","58/3484","122/9564",0.475409836065574,1.30505731117427,2.56692817395249,0.00735316954431236,0.0191511654549628,0.00883766645938564,"NOTCH4/PIK3R1/ATP2A2/AKT3/NOTCH1/ATP1A2/PFKP/NCOA1/RCAN1/PLCE1/FOXO1/SLC2A1/KAT2B/RXRA/MED14/PLCB4/DIO2/THRA/TBC1D4/RXRG/RCAN2/PRKCB/KAT2A/NRAS/HIF1A/ITGAV/RHEB/ATP1B1/ATP1B3/STAT1/PLN/PRKCA/HDAC1/PRKACA/SLC9A1/PFKFB2/HDAC2/PIK3R3/PLCB2/PLCG2/ACTG1/NCOR1/ATP1B2/MAP2K2/MDM2/MAPK3/TP53/RXRB/PRKACB/MED17/PIK3CD/KRAS/ACTB/MAPK1/MED13L/SRC/PIK3R2/CCND1",58
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","58/3484","122/9564",0.475409836065574,1.30505731117427,2.56692817395249,0.00735316954431236,0.0191511654549628,0.00883766645938564,"GHR/GNAQ/PIK3R1/AKT3/IGFBP3/GNA11/ADCY9/STAT5B/SOCS2/PLCB4/ITPR1/STAT5A/MAPK13/PRKCB/SHC3/NRAS/ADCY3/GNAI2/CRK/JAK2/CACNA1D/STAT1/PRKCA/SHC1/GNAI3/PRKACA/FOS/MAP2K3/PIK3R3/MAPK10/PLCB2/ATF2/IRS2/PLCG2/SOCS3/GNAS/MAPK14/CREB3L2/CREB3L1/MAP2K2/MAPK11/IRS1/MAPK3/JUNB/CREB1/SOCS1/ATF6B/CREB3/PRKACB/GHRH/PIK3CD/KRAS/ADCY7/STAT3/MAPK12/MAP2K6/MAPK1/PIK3R2",58
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","105/3484","238/9564",0.441176470588235,1.21108259606943,2.49618955290914,0.00810471105199137,0.0209521789418147,0.00966877809711251,"VWF/AGTR1/CFD/SELP/PIK3R1/IRAK1/HBEGF/C7/C5AR1/MMP1/ACE/NFKBIA/CASP1/IL6ST/MAPK13/PRKCB/RPS5/RPL15/C2/IL6R/RPLP0/RPL36A/RPL36A-HNRNPH2/RPS18/C8B/TLR4/CFB/RPS2/JUN/TRAF3/CSF3/RPL37/C1QA/C1QB/IFNAR2/RPL8/RPL21/STAT1/PRKCA/JAK1/OAS1/NLRP3/MAP3K7/TLR7/ADAR/RPS19/C3/FOS/RPL31/LOC102723407/IL6/OAS3/OAS2/CXCL10/MX2/RPS21/PIK3R3/RPL37A/RPL26L1/MAPK10/RPL5/MMP3/PLCG2/RPS7/RPL39/RPS10-NUDT3/ISG15/FGB/RPL38/MYD88/RPL12/RPL17/RPL17-C18orf32/MAPK14/IKBKE/RPS20/RPL29/MAPK11/IL1B/RPL19/RPS10/C6/MAPK3/ADAM17/RPS28/TRAF6/IRF3/RPS8/RPSA/TLR8/C3AR1/TMPRSS2/TLR3/RPL27/PIK3CD/ACE2/CYBB/EGFR/STAT3/MAPK12/NFKB1/RPL22/MAPK1/FCGR2A/PIK3R2",105
